date,sales,price,inventory,is_weekend,promotion_text
2024-02-25,262.4246576987356,142.18742350231167,143,1,限时秒杀
2024-02-26,149.25850640542183,58.84925020519195,916,0,新品上市
2024-02-27,258.04274511578444,69.59828624191452,116,0,限时秒杀
2024-02-28,186.4022360648226,54.52272889105381,429,0,满200减30
2024-02-29,171.4316897928,82.53303307632643,668,0,全场8折
2024-03-01,130.8113658613628,88.8677289689482,922,0,无活动
2024-03-02,158.96372935529232,77.13490317738959,596,1,无活动
2024-03-03,199.5243184709622,132.87375091519294,914,1,全场8折
2024-03-04,184.22098251173605,85.67533266935894,111,0,全场8折
2024-03-05,154.2333716504358,78.09345096873807,417,0,满200减30
2024-03-06,226.11804766812085,104.26960831582485,691,0,限时秒杀
2024-03-07,179.97259326305686,64.09242249747626,315,0,无活动
2024-03-08,178.05165120025598,130.21969807540398,438,0,满200减30
2024-03-09,231.50517557695898,57.45506436797708,875,1,限时秒杀
2024-03-10,158.89731846970486,148.68869366005174,760,1,满200减30
2024-03-11,143.1219072440556,127.22447692966574,180,0,无活动
2024-03-12,177.79893170961725,69.87156815341724,826,0,全场8折
2024-03-13,197.89121908084618,50.55221171236024,584,0,全场8折
2024-03-14,177.81003419142678,131.54614284548342,473,0,限时秒杀
2024-03-15,190.71205365467654,120.68573438476172,809,0,新品上市
2024-03-16,255.18111841896626,122.90071680409874,299,1,限时秒杀
2024-03-17,154.39967713927064,127.12703466859458,636,1,新品上市
2024-03-18,191.37465205332427,57.40446517340904,565,0,满200减30
2024-03-19,188.16978842788996,85.84657285442725,188,0,满200减30
2024-03-20,147.2964017292262,61.58690595251297,367,0,无活动
2024-03-21,213.01843513766698,136.31034258755935,754,0,新品上市
2024-03-22,166.04865347774933,112.3298126827558,670,0,无活动
2024-03-23,164.84645305511805,83.08980248526493,588,1,全场8折
2024-03-24,170.866704002513,56.355835028602364,976,1,新品上市
2024-03-25,253.6716138429765,81.09823217156622,637,0,限时秒杀
2024-03-26,223.44719111841204,82.51833220267471,146,0,全场8折
2024-03-27,195.42871956531235,122.96061783380641,387,0,全场8折
2024-03-28,261.8939359383155,113.75574713552132,877,0,限时秒杀
2024-03-29,213.81297012886395,138.72127425763267,115,0,全场8折
2024-03-30,193.99842922122636,97.22149251619493,810,1,新品上市
2024-03-31,174.61719162384014,61.95942459383017,500,1,无活动
2024-04-01,230.63087199937402,121.3244787222995,893,0,全场8折
2024-04-02,161.22977458290725,126.07850486168974,185,0,新品上市
2024-04-03,180.35309846539428,106.12771975694963,349,0,满200减30
2024-04-04,185.36681600863042,127.0967179954561,490,0,新品上市
2024-04-05,184.93600510361026,99.37955963643907,881,0,无活动
2024-04-06,176.17876377359903,102.2732829381994,434,1,新品上市
2024-04-07,241.45971376840734,92.75410183585495,728,1,限时秒杀
2024-04-08,129.34704850147722,52.54191267440952,618,0,无活动
2024-04-09,198.12619713775914,60.78914269933044,236,0,满200减30
2024-04-10,237.60179294719947,53.14291856867342,982,0,限时秒杀
2024-04-11,161.47804564888645,113.64104112637804,787,0,新品上市
2024-04-12,138.08101020084604,81.43559810763267,939,0,无活动
2024-04-13,176.76856800727325,100.85706911647029,597,1,满200减30
2024-04-14,272.7497006078265,140.7566473926093,926,1,限时秒杀
2024-04-15,202.93325395975546,74.92922291488749,826,0,满200减30
2024-04-16,186.02039059852393,91.03829230356297,576,0,新品上市
2024-04-17,216.3700517664184,125.55511385430486,693,0,满200减30
2024-04-18,220.06157016321674,72.87981654916224,322,0,全场8折
2024-04-19,245.08792103762676,57.6979909828793,471,0,限时秒杀
2024-04-20,202.569018099585,78.9751452913768,501,1,满200减30
2024-04-21,179.10247665617848,66.12212872540044,542,1,新品上市
2024-04-22,190.1318595203913,142.9697652342573,589,0,新品上市
2024-04-23,169.94080193077846,130.8120379564417,714,0,满200减30
2024-04-24,203.06677566535666,113.34037565104234,372,0,新品上市
2024-04-25,190.3497183764468,137.14605901877178,625,0,无活动
2024-04-26,168.637290130294,130.36720768991145,258,0,无活动
2024-04-27,160.03175130173713,68.65700588860358,251,1,无活动
2024-04-28,233.06234824829838,139.25589984899779,719,1,全场8折
2024-04-29,154.068520317785,103.93422419156508,287,0,满200减30
2024-04-30,240.55021043801872,130.74401551640625,912,0,全场8折
2024-05-01,176.18703810237952,139.60912999234932,197,0,新品上市
2024-05-02,207.98780459395985,81.80034749718638,230,0,全场8折
2024-05-03,176.66858242211472,61.00519245276767,904,0,新品上市
2024-05-04,177.65270673280978,72.79351625419417,270,1,新品上市
2024-05-05,213.8481514416335,92.71077886262563,282,1,限时秒杀
2024-05-06,147.94390649583212,131.80147659224932,463,0,无活动
2024-05-07,170.78530125012716,136.07305832563435,138,0,新品上市
2024-05-08,255.0867328858879,50.69521305311907,626,0,限时秒杀
2024-05-09,120.70523313875908,101.07473025775657,987,0,无活动
2024-05-10,158.66292049087554,91.7411003148779,596,0,新品上市
2024-05-11,202.68290378050642,72.21078104707303,615,1,新品上市
2024-05-12,214.85364696778583,61.98653673336828,448,1,全场8折
2024-05-13,192.96327806920303,83.7615171403628,496,0,全场8折
2024-05-14,170.44485661554012,144.2909703912519,821,0,无活动
2024-05-15,169.1212990525557,82.32029320207553,260,0,新品上市
2024-05-16,157.76364501181638,101.87906217433661,115,0,满200减30
2024-05-17,199.88663420893306,120.30189588951778,592,0,全场8折
2024-05-18,138.1026692294233,86.3629602379294,525,1,无活动
2024-05-19,159.4734339079278,147.17820827209607,207,1,新品上市
2024-05-20,196.185831209195,146.24472949421113,993,0,新品上市
2024-05-21,154.05864830332425,75.17822958253642,549,0,满200减30
2024-05-22,173.40747008779022,99.72485058923854,410,0,无活动
2024-05-23,167.65602612448194,80.08783098167697,838,0,新品上市
2024-05-24,188.99387531048293,78.48404943774676,269,0,全场8折
2024-05-25,138.63091161315728,53.68869473545328,645,1,满200减30
2024-05-26,140.37761326883393,110.95643339798968,513,1,无活动
2024-05-27,172.88748192248428,100.26790232288616,350,0,满200减30
2024-05-28,205.29541820051966,55.14787512499893,858,0,全场8折
2024-05-29,145.22769956855657,77.86464642366114,880,0,无活动
2024-05-30,173.29184316582544,140.82658859666537,240,0,满200减30
2024-05-31,225.81447049349538,73.95618906669725,373,0,限时秒杀
2024-06-01,191.20123779718685,64.4894872091223,515,1,全场8折
2024-06-02,182.19235948295972,98.94527602775631,707,1,全场8折
2024-06-03,180.42818335048278,148.56504541106005,838,0,全场8折
2024-06-04,199.14088817753748,74.20552715115004,990,0,限时秒杀
2024-06-05,262.6861510252048,117.21355474058785,138,0,限时秒杀
2024-06-06,132.67425443874896,126.16196153287176,913,0,新品上市
2024-06-07,146.51475095120796,73.76375439923997,128,0,满200减30
2024-06-08,164.22027171911853,122.82163486118596,576,1,新品上市
2024-06-09,146.06368163081416,86.77831327192533,417,1,满200减30
2024-06-10,244.96586037623155,113.23058305935794,344,0,限时秒杀
2024-06-11,207.45048758142815,113.35297107608946,847,0,限时秒杀
2024-06-12,144.89332293325862,103.57746840747585,796,0,新品上市
2024-06-13,161.1509128019564,59.02897700544083,371,0,无活动
2024-06-14,132.23053077657212,133.5302495589238,539,0,新品上市
2024-06-15,174.54964589821896,82.07800649717359,847,1,满200减30
2024-06-16,147.7201177024046,68.65185103998542,338,1,新品上市
2024-06-17,166.7640435190924,54.07751415547639,476,0,全场8折
2024-06-18,185.92497713739482,109.08929431882419,365,0,满200减30
2024-06-19,175.01800420416248,117.75643618422824,458,0,满200减30
2024-06-20,124.14342403013097,51.65878289278562,439,0,无活动
2024-06-21,235.66985890309894,101.2093058299281,488,0,限时秒杀
2024-06-22,153.64985891602396,72.6495775197938,676,1,满200减30
2024-06-23,199.04732564287798,114.51727904094498,788,1,限时秒杀
2024-06-24,139.89277215473055,67.43664290049915,102,0,新品上市
2024-06-25,181.43981925783532,119.09377381024659,528,0,全场8折
2024-06-26,105.18242755364767,88.67353463005374,241,0,无活动
2024-06-27,186.58979730183583,143.67299887367346,475,0,限时秒杀
2024-06-28,181.89371083818284,63.75209441459933,769,0,满200减30
2024-06-29,190.7553099158106,84.10663510502584,423,1,限时秒杀
2024-06-30,147.7819773313816,61.34735212405891,245,1,满200减30
2024-07-01,192.10021065779077,142.4693618278563,392,0,限时秒杀
2024-07-02,153.21238349094008,137.7339353380981,764,0,满200减30
2024-07-03,122.6653432369894,75.79416277151556,531,0,新品上市
2024-07-04,140.44764205076427,115.99840460341791,804,0,满200减30
2024-07-05,141.50844248839758,131.7222200201216,684,0,满200减30
2024-07-06,150.11395186868225,105.52008115994623,498,1,全场8折
2024-07-07,154.0213246520771,102.96505783560065,916,1,满200减30
2024-07-08,143.67844965883853,74.18522909004517,988,0,全场8折
2024-07-09,82.42673041098148,59.31027678058992,443,0,无活动
2024-07-10,162.98510168769616,139.72157579533268,239,0,全场8折
2024-07-11,130.70638398031343,140.04180571633304,286,0,新品上市
2024-07-12,135.66330434146266,113.31014572732678,904,0,全场8折
2024-07-13,132.27526999246288,83.90297910487007,160,1,无活动
2024-07-14,140.19731985442837,84.92095746126608,479,1,新品上市
2024-07-15,212.66485551750517,122.59556788702393,809,0,限时秒杀
2024-07-16,159.8141224028572,139.71102599525773,906,0,限时秒杀
2024-07-17,118.63862910245898,138.70864242651174,539,0,全场8折
2024-07-18,152.93295391043364,127.98755458576238,418,0,全场8折
2024-07-19,151.47932202479484,114.20316461542878,401,0,无活动
2024-07-20,109.97986017945593,58.41399649950488,443,1,无活动
2024-07-21,149.68451360370125,66.16287140946137,110,1,满200减30
2024-07-22,93.19047410178938,139.85541885270794,161,0,无活动
2024-07-23,133.80391998796188,110.64290596595899,944,0,满200减30
2024-07-24,130.8454416839143,50.91970516166297,325,0,新品上市
2024-07-25,140.73802241007382,60.14715428660321,252,0,全场8折
2024-07-26,131.77676241373638,116.35017691080559,810,0,新品上市
2024-07-27,75.84282125416523,50.50615838462187,663,1,无活动
2024-07-28,89.19920378581301,66.08080514174986,871,1,新品上市
2024-07-29,106.48725565787888,104.87337893665861,670,0,新品上市
2024-07-30,73.79906573263847,119.18951976926932,683,0,新品上市
2024-07-31,121.88870911583643,115.19612595026005,759,0,无活动
2024-08-01,91.25516152670876,72.42693094605598,960,0,新品上市
2024-08-02,142.93140219380206,121.2179221347536,674,0,满200减30
2024-08-03,102.7223597642417,73.72490874968001,409,1,无活动
2024-08-04,139.45832392029976,82.53996981592678,984,1,新品上市
2024-08-05,81.07390131983315,124.64914051180241,342,0,无活动
2024-08-06,194.50789697585816,114.96328990472146,592,0,限时秒杀
2024-08-07,129.3964059156595,134.9223410494178,465,0,满200减30
2024-08-08,88.31826327706156,115.76128923003434,429,0,新品上市
2024-08-09,164.62111315992297,106.83086033354716,206,0,限时秒杀
2024-08-10,194.93452723325467,59.36747678280925,325,1,限时秒杀
2024-08-11,69.94177199169988,86.77158030594336,924,1,无活动
2024-08-12,138.8235309834449,76.52023676817254,317,0,限时秒杀
2024-08-13,114.33410661670335,74.39896433790835,852,0,满200减30
2024-08-14,134.64897562372272,147.30105547524454,605,0,满200减30
2024-08-15,110.83662978963052,89.30977246667604,358,0,全场8折
2024-08-16,134.01418158267907,139.20465551771133,987,0,满200减30
2024-08-17,151.61098813592292,113.11386259972629,873,1,限时秒杀
2024-08-18,129.93279438777788,129.48113035416486,616,1,满200减30
2024-08-19,62.74344579721879,100.2637093105192,872,0,无活动
2024-08-20,190.08985324841137,107.69038846263591,153,0,全场8折
2024-08-21,155.56570983133568,99.25176938188639,146,0,限时秒杀
2024-08-22,120.50982800390926,69.52429877980445,826,0,全场8折
2024-08-23,168.817394090998,122.24521152615053,788,0,限时秒杀
2024-08-24,75.44866015957356,78.07723624408558,620,1,无活动
2024-08-25,122.21178787414318,52.43159664314538,198,1,全场8折
2024-08-26,107.24199308197,114.54722959071678,119,0,新品上市
2024-08-27,155.02800975741502,67.7110679407049,989,0,限时秒杀
2024-08-28,63.05076662142075,144.04585843529145,852,0,新品上市
2024-08-29,99.1089215247936,145.39285770025873,672,0,全场8折
2024-08-30,89.1791761880977,141.48643902204486,990,0,新品上市
2024-08-31,131.1816883475812,87.01587002554444,589,1,新品上市
2024-09-01,123.70138228263906,51.54566165288674,518,1,全场8折
2024-09-02,93.08624925068642,142.83185625877252,789,0,无活动
2024-09-03,91.54842089515724,92.81841483173143,949,0,新品上市
2024-09-04,138.39990913607124,146.66548190436697,161,0,新品上市
2024-09-05,90.5341629051703,146.3619977089253,244,0,无活动
2024-09-06,45.017585570779495,135.300945546736,315,0,新品上市
2024-09-07,78.68619765794507,79.44488920695856,102,1,新品上市
2024-09-08,112.30333925600479,88.50977286019253,259,1,新品上市
2024-09-09,117.64161602377837,135.1136671516857,838,0,满200减30
2024-09-10,60.16886269060506,81.69220051562777,880,0,无活动
2024-09-11,98.85438309561101,66.94927466860925,219,0,新品上市
2024-09-12,73.06009056587264,105.68012624583501,992,0,无活动
2024-09-13,123.59306880061274,143.61547741607808,188,0,限时秒杀
2024-09-14,149.03894900749123,119.6029796674973,428,1,限时秒杀
2024-09-15,98.48522991400813,107.0061170089365,679,1,新品上市
2024-09-16,82.09359477325583,59.71764937707685,456,0,无活动
2024-09-17,87.91822570966627,111.50072266991697,709,0,无活动
2024-09-18,63.04539429530285,149.00538501042632,366,0,无活动
2024-09-19,91.98026859544564,64.0084015236524,716,0,满200减30
2024-09-20,140.58029147757213,101.83296523637367,422,0,限时秒杀
2024-09-21,67.82162917759341,137.73730719279553,734,1,无活动
2024-09-22,81.6313452612439,124.07686177542044,640,1,无活动
2024-09-23,108.47619774085747,119.7015740995268,748,0,满200减30
2024-09-24,140.60399410213464,120.24840839871092,294,0,满200减30
2024-09-25,88.20263450654599,85.94911512197552,837,0,无活动
2024-09-26,128.68774455002546,79.35918442644933,431,0,全场8折
2024-09-27,65.94725929270413,130.93611554785136,269,0,无活动
2024-09-28,36.854704560707546,131.01133946791808,620,1,无活动
2024-09-29,130.63873662415273,136.70723185801037,562,1,满200减30
2024-09-30,101.09835423274875,141.32405525564712,139,0,满200减30
2024-10-01,76.00635922213161,101.13423988609378,636,0,无活动
2024-10-02,44.129927913998976,100.15162946871996,360,0,无活动
2024-10-03,61.67240112280133,129.82951789667752,494,0,无活动
2024-10-04,119.75246676856716,114.99639307777652,325,0,满200减30
2024-10-05,87.54267798500321,120.19668772577033,223,1,无活动
2024-10-06,54.5553162935489,129.5792669436101,137,1,无活动
2024-10-07,133.68487953471953,139.00053418175662,427,0,新品上市
2024-10-08,164.47108869695765,83.79951568515358,350,0,全场8折
2024-10-09,171.0490462965654,87.55829526399441,275,0,限时秒杀
2024-10-10,140.9038676872043,59.3981939840869,701,0,全场8折
2024-10-11,134.71387330926592,107.8280140996174,553,0,新品上市
2024-10-12,187.7409347297033,53.59422737967421,136,1,限时秒杀
2024-10-13,54.22197802775753,96.55980181324603,415,1,无活动
2024-10-14,79.34189171044986,104.26446347075766,787,0,新品上市
2024-10-15,108.40651374214059,78.65412521282843,895,0,无活动
2024-10-16,108.97762010294828,109.08332605690107,692,0,满200减30
2024-10-17,139.52845358654002,53.05002499390494,213,0,新品上市
2024-10-18,127.16925866469441,53.734818874921444,139,0,满200减30
2024-10-19,101.29978218109903,132.26005606596584,400,1,新品上市
2024-10-20,101.11394566852583,86.01906414112628,323,1,新品上市
2024-10-21,93.11531204387714,62.70605126518848,417,0,满200减30
2024-10-22,174.330593152239,102.22432600548044,448,0,限时秒杀
2024-10-23,152.25470250715873,126.99935530986109,214,0,全场8折
2024-10-24,80.08229612530897,71.58210274968431,797,0,无活动
2024-10-25,127.07758074696542,112.28904758190004,422,0,新品上市
2024-10-26,99.29668139604843,58.5347464993768,667,1,无活动
2024-10-27,110.24516031402959,55.168172116860774,139,1,满200减30
2024-10-28,96.32315241673092,103.13546315681481,965,0,无活动
2024-10-29,117.40253260795266,104.06351216101065,139,0,满200减30
2024-10-30,98.95621600705518,113.74299014982066,958,0,无活动
2024-10-31,95.7497455752164,122.60913337226616,848,0,全场8折
2024-11-01,182.43470026256765,147.58520794625346,388,0,全场8折
2024-11-02,148.2269877992438,101.63003483011954,361,1,全场8折
2024-11-03,101.43742998598051,82.29564729412459,315,1,全场8折
2024-11-04,127.86020874963049,129.51861947687036,246,0,全场8折
2024-11-05,165.09342919672645,77.08322512620742,435,0,全场8折
2024-11-06,109.50122519111353,93.8971420705636,267,0,满200减30
2024-11-07,96.58857325380711,57.8456381342266,191,0,新品上市
2024-11-08,59.02045193524718,52.53507434154575,452,0,无活动
2024-11-09,160.78011128281625,146.2648414677925,670,1,全场8折
2024-11-10,113.31288858224647,133.59801205122056,670,1,满200减30
2024-11-11,109.86693620444946,119.59742060936979,915,0,满200减30
2024-11-12,164.21863041622936,90.89529444142698,780,0,满200减30
2024-11-13,110.55949640142354,67.32943200708458,880,0,新品上市
2024-11-14,73.4320119293165,65.6437042671086,462,0,无活动
2024-11-15,129.85396026871643,75.02428981645953,656,0,新品上市
2024-11-16,164.804740661773,104.92266647061206,444,1,限时秒杀
2024-11-17,109.88919735675137,121.45959227000624,792,1,满200减30
2024-11-18,178.3116603654634,116.01973767177313,269,0,限时秒杀
2024-11-19,125.63442883207033,77.99338969459428,455,0,全场8折
2024-11-20,145.56120718266857,145.4865280663194,290,0,全场8折
2024-11-21,121.80505339461257,123.78969166957685,766,0,新品上市
2024-11-22,128.59247950948742,105.43540525114007,521,0,无活动
2024-11-23,164.17465257769805,111.17207462343522,799,1,限时秒杀
2024-11-24,105.8775265567355,91.96000624277899,106,1,无活动
2024-11-25,155.83981081265836,74.77309895011575,232,0,新品上市
2024-11-26,173.93760142469046,85.59726786512616,846,0,全场8折
2024-11-27,95.28903478052611,125.78461104643691,656,0,无活动
2024-11-28,101.72491660449386,51.439348862975585,925,0,无活动
2024-11-29,164.33013609958795,61.607264050691626,860,0,全场8折
2024-11-30,162.54614422678313,54.600264202175275,130,1,限时秒杀
2024-12-01,165.34276662059585,54.07288023189702,634,1,全场8折
2024-12-02,101.08582151412402,135.5460584011007,525,0,无活动
2024-12-03,188.1096773380248,120.36578593800236,493,0,限时秒杀
2024-12-04,209.59343955004852,97.41738290873252,771,0,限时秒杀
2024-12-05,157.75682084949688,59.78341606510015,462,0,全场8折
2024-12-06,99.37618342290527,99.16158751168324,536,0,无活动
2024-12-07,146.8554283798423,97.34717707805657,769,1,新品上市
2024-12-08,85.11420824255949,67.32018699100152,650,1,无活动
2024-12-09,103.68403870036016,93.3851649237973,181,0,满200减30
2024-12-10,108.01842788046943,89.85047343973734,455,0,新品上市
2024-12-11,208.51240956278016,111.58500980522165,357,0,限时秒杀
2024-12-12,160.8972006542299,113.50936508676438,817,0,新品上市
2024-12-13,204.05899929576466,54.53040097720445,688,0,限时秒杀
2024-12-14,224.6655938734004,87.46126146264712,623,1,限时秒杀
2024-12-15,131.02410902059717,112.58599157142365,394,1,新品上市
2024-12-16,192.47801549330302,100.31362585800878,323,0,限时秒杀
2024-12-17,182.45101903059015,135.64898411883223,624,0,限时秒杀
2024-12-18,159.0696977516221,115.8693631618945,145,0,满200减30
2024-12-19,115.35442123694976,66.29344270814298,766,0,无活动
2024-12-20,110.87293204554163,57.056874740042986,212,0,无活动
2024-12-21,138.50208852372955,114.24192782063156,332,1,满200减30
2024-12-22,119.91261786225616,52.65113105416218,116,1,新品上市
2024-12-23,193.92485563051278,108.57755812734632,459,0,全场8折
2024-12-24,220.7094675548659,144.02302414249576,322,0,全场8折
2024-12-25,173.87179445367923,107.5474177875879,965,0,全场8折
2024-12-26,176.73044250757152,88.8169926206522,799,0,满200减30
2024-12-27,155.40518457269494,114.32882184423532,547,0,满200减30
2024-12-28,237.0161822113116,95.82528904915166,955,1,限时秒杀
2024-12-29,176.45785052945172,104.56167893159349,464,1,全场8折
2024-12-30,140.28564230437274,144.14648087765252,774,0,新品上市
2024-12-31,156.3972065465739,88.61026378007742,425,0,新品上市
2025-01-01,218.1578576054358,146.11905638239142,566,0,全场8折
2025-01-02,205.97795693900142,140.53506419560637,513,0,全场8折
2025-01-03,236.58151596456307,69.57911347892964,554,0,全场8折
2025-01-04,177.48347107089904,56.936130087516545,685,1,满200减30
2025-01-05,117.74783379887151,60.07780013774266,332,1,满200减30
2025-01-06,155.98449150801142,51.822182565154975,323,0,满200减30
2025-01-07,157.71123276088082,59.44429607559284,930,0,无活动
2025-01-08,153.6872504250723,118.30067734163569,511,0,新品上市
2025-01-09,169.37259072254753,57.1188648460229,671,0,新品上市
2025-01-10,241.73665410163423,81.89756302937613,434,0,限时秒杀
2025-01-11,198.12954145583168,134.48753109694547,321,1,满200减30
2025-01-12,205.5829186423228,52.32719357358258,136,1,无活动
2025-01-13,152.05765184483008,131.44684825889357,377,0,无活动
2025-01-14,148.98937848536704,78.18547747733999,295,0,新品上市
2025-01-15,179.1293361946708,61.81648276216563,963,0,满200减30
2025-01-16,261.5053481774554,119.67371653641507,583,0,限时秒杀
2025-01-17,185.96385503243633,112.8942846779884,341,0,满200减30
2025-01-18,205.34055754100032,137.7472013527053,423,1,全场8折
2025-01-19,196.98888430753905,123.50710438038858,830,1,满200减30
2025-01-20,190.84219714012653,130.34809303848488,291,0,全场8折
2025-01-21,215.7772570430586,78.20345725713065,116,0,全场8折
2025-01-22,253.78082475799135,67.74395437797229,623,0,限时秒杀
2025-01-23,149.71268286669735,125.06147516408583,500,0,新品上市
2025-01-24,187.3016513586822,130.6834739267264,985,0,满200减30
2025-01-25,223.38974751812728,149.0505142000673,804,1,全场8折
2025-01-26,156.10681367697623,91.26176769114265,121,1,满200减30
2025-01-27,203.58137615161456,87.20180857927832,573,0,新品上市
2025-01-28,220.48774585961405,127.64129607419969,219,0,新品上市
2025-01-29,171.3547996436572,84.08035402530179,309,0,无活动
2025-01-30,190.3407370342472,143.07573256035647,405,0,新品上市
2025-01-31,254.26014086655175,135.8412751843012,369,0,限时秒杀
2025-02-01,200.05352944649766,92.89940273750184,803,1,全场8折
2025-02-02,146.5553413509768,125.08710677914974,786,1,无活动
2025-02-03,219.7875189544116,125.45428740846823,384,0,限时秒杀
2025-02-04,156.45857492765788,60.31238688359326,815,0,满200减30
2025-02-05,243.6526630265768,140.25529066795667,775,0,全场8折
2025-02-06,178.6470966565068,100.52523724478571,862,0,新品上市
2025-02-07,230.3090974881901,132.64574661077415,326,0,全场8折
2025-02-08,220.43002804865012,82.00496010306117,480,1,满200减30
2025-02-09,204.59822635196454,139.55232284962005,559,1,无活动
2025-02-10,190.56464015698623,88.92016787341632,106,0,无活动
2025-02-11,159.45301322783743,51.08376514802983,128,0,无活动
2025-02-12,204.91355247831711,140.53819764192636,132,0,新品上市
2025-02-13,272.7953649605918,59.128667678613354,745,0,限时秒杀
2025-02-14,285.77077092831604,81.93136375904149,978,0,限时秒杀
2025-02-15,209.30953074674483,145.0061967050805,178,1,全场8折
2025-02-16,189.3667465342404,145.0607146937556,558,1,新品上市
2025-02-17,154.67960055400295,107.34378881232861,669,0,无活动
2025-02-18,146.69510917751518,113.18372121697993,637,0,无活动
2025-02-19,225.45757870963075,94.84455219783197,581,0,满200减30
2025-02-20,227.95861860594383,79.32107716980646,529,0,满200减30
2025-02-21,196.85306313457528,82.8664545369916,837,0,无活动
2025-02-22,195.4029028604683,117.25184560770384,384,1,无活动
2025-02-23,202.02594176199796,125.237452943768,615,1,新品上市
2025-02-24,284.2664039725199,129.15790437258485,198,0,限时秒杀
2025-02-25,228.97848255462992,128.96181427945538,496,0,满200减30
2025-02-26,220.65900485335837,59.12061030486903,588,0,限时秒杀
2025-02-27,170.7661354512289,99.44203047025815,138,0,新品上市
2025-02-28,153.26212259779567,55.755876001664426,370,0,无活动
2025-03-01,274.40335321379234,104.95288823237355,986,1,限时秒杀
2025-03-02,204.20781832241173,94.1530501373377,896,1,无活动
2025-03-03,175.35647251232047,138.77041827582997,256,0,无活动
2025-03-04,205.13418270316714,85.09150125520787,174,0,全场8折
2025-03-05,279.56615730865883,61.706701642760585,983,0,限时秒杀
2025-03-06,277.2176842167854,64.29916820528359,899,0,限时秒杀
2025-03-07,196.60747262339282,126.15106317174723,229,0,无活动
2025-03-08,194.68532399379538,111.8218063316261,786,1,新品上市
2025-03-09,224.93114109281066,60.11226761227903,183,1,全场8折
2025-03-10,197.641957779033,58.41068061149974,121,0,无活动
